,序号,一级流程,二级流程,三级流程,处罚企业名称,处罚企业简称,处罚决定书文号（如适用）,事件描述,相关法规（如适用）,处罚措施（如适用）,处罚金额（万元）（如适用）,处罚机关（如适用）,处罚地域,处罚日期（如适用）,事件发生日期,事件类型,事件信息源,是否影响业务范围,事件内控类型（如适用）,损失事件类型,事件损失等级,事件损失等级得分,维护日期,维护人,备注
302,229,交易管理,银行卡收单管理,交易结算,北京海科融通支付服务股份有限公司湖南分公司,海科融通,长银罚字〔2017〕12号,违反银行卡收单业务相关规定,《银行卡收单业务管理办法》,警告，处以罚款人民币3万元,3,中国人民银行长沙中心支行,长沙,2017-08-16,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
303,230,交易管理,网络支付管理,交易结算,上海巾帼三六五企业服务有限公司,巾帼三六五,上海银罚字〔2017〕24号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,处以罚款人民币2万元,2,中国人民银行上海分行,上海,2017-08-15,,,监管,否,执行层面,执行、交割和流程管理事件,一般(2),2.0,,,
304,231,交易管理,网络支付管理,交易结算,上海银联电子支付服务有限公司,上海银联,上海银罚字〔2017〕25号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,处以罚款人民币6万元,6,中国人民银行上海分行,上海,2017-08-15,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
305,232,交易管理,网络支付管理,交易结算,上海乐易信息技术有限公司,乐易,上海银罚字〔2017〕26号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,处以罚款人民币4万元,4,中国人民银行上海分行,上海,2017-08-15,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
306,233,交易管理,银行卡收单管理,交易结算,易联支付有限公司,易联,广州银罚字〔2017〕4号,违反银行卡收单业务管理规定,《银行卡收单业务管理办法》,"处以罚款601,435.92元",60.14,中国人民银行广州分行,广州,2017-08-14,,,监管,否,执行层面,执行、交割和流程管理事件,严重(4),4.0,,,
307,234,交易管理,网络支付管理,交易结算,汇潮支付有限公司,汇潮,上海银罚字〔2017〕21号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,处以罚款人民币4万元,4,中国人民银行上海分行,上海,2017-08-02,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
308,235,交易管理,网络支付管理,交易结算,上海德颐网络技术有限公司,德颐,上海银罚字〔2017〕22号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,处以罚款人民币6万元,6,中国人民银行上海分行,上海,2017-08-02,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
309,236,交易管理,网络支付管理,交易结算,上海富友支付服务有限公司,富友,上海银罚字〔2017〕23号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,处以罚款人民币3万元,3,中国人民银行上海分行,上海,2017-08-02,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
310,237,交易管理,网关支付,交易指令接收,中汇电子支付有限公司,中汇,津银罚〔2017〕2号,未按规定设置、发送收单交易信息,不适用,罚款3万元,3,中国人民银行天津分行,天津,2017-07-28,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
311,238,交易管理,网络支付管理,交易结算,上海电银信息技术有限公司,电银,上海银罚字〔2017〕19号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,限期改正，处以罚款人民币6万元,6,中国人民银行上海分行,上海,2017-07-27,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
312,239,交易管理,网络支付管理,交易结算,卡友支付服务有限公司,卡友,上海银罚字〔2017〕20号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,限期改正，处以罚款人民币6万元,6,中国人民银行上海分行,上海,2017-07-27,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
313,240,交易管理,银行卡收单管理,交易结算,深圳瑞银信信息技术有限公司广西分公司,瑞银,南宁银罚〔2017〕4号,违反非金融机构支付服务管理相关规定,《非金融机构支付服务管理办法》,警告及罚款人民币6万元,6,中国人民银行南宁中心支行,南宁,2017-07-20,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
314,240,交易管理,银行卡收单管理,交易结算,深圳瑞银信信息技术有限公司广西分公司,瑞银,南宁银罚〔2017〕4号,违反银行卡收单业务管理相关规定,《银行卡收单业务管理办法》,警告及罚款人民币6万元,6,中国人民银行南宁中心支行,南宁,2017-07-20,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
315,241,交易管理,网络支付管理,交易结算,合肥新思维商业管理有限责任公司,新思维,（合银）罚字〔2017〕4号,违反《非金融机构支付服务管理办法》相关规定,《非金融机构支付服务管理办法》,处3万元罚款。,3,中国人民银行合肥中心支行,合肥,2017-07-18,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
316,242,交易管理,网络支付管理,交易结算,上海银生宝电子支付服务有限公司,银生宝,上海银罚字〔2017〕18号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,限期改正，处以罚款人民币1万元,1,中国人民银行上海分行,上海,2017-07-18,,,监管,否,执行层面,执行、交割和流程管理事件,一般(2),2.0,,,
317,243,交易管理,网络支付管理,交易结算,上海商联信电子支付服务有限公司,商联信,上海银罚字〔2017〕17号,违反支付规定,不适用,3万元罚款,3,中国人民银行上海分行,上海,2017-07-13,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
318,244,交易管理,网络支付管理,交易结算,银盛支付服务股份有限公司,银盛,深人银罚〔2017〕10号,违反支付结算管理规定,不适用,"处以人民币90,000元罚款",9,中国人民银行深圳中心支行,深圳,2017-07-13,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
319,245,交易管理,银行卡收单管理,交易结算,银盛支付服务股份有限公司安徽分公司,银盛,（合银）罚字〔2017〕3号,违反银行卡收单业务相关法律制度规定,《银行卡收单业务管理办法》,责令限期改正，并处18万元罚款。,18,中国人民银行合肥中心支行,合肥,2017-07-12,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
320,246,运营支持,合规风险管理,监管报送及披露,北京繁星山谷信息技术有限公司,繁星山谷,银管罚〔2017〕5号,未按规定报送业务数据处理,不适用,1万元罚款,1,中国人民银行营业管理部,北京,2017-06-28,,,监管,否,执行层面,执行、交割和流程管理事件,一般(2),2.0,,,
321,247,运营支持,合规风险管理,监管报送及披露,北京雅酷时空信息交换技术有限公司,雅酷时空,银管罚〔2017〕6号,未按规定报送业务数据处理,不适用,1万元罚款,1,中国人民银行营业管理部,北京,2017-06-28,,,监管,否,执行层面,执行、交割和流程管理事件,一般(2),2.0,,,
322,248,运营支持,合规风险管理,监管报送及披露,邦付宝支付科技有限公司,邦付宝,银管罚〔2017〕4号,未按规定办理相关变更事项,不适用,罚款1万元,1,中国人民银行营业管理部,北京,2017-06-13,,,监管,否,执行层面,执行、交割和流程管理事件,一般(2),2.0,,,
323,249,交易管理,网络支付管理,交易结算,现代金融控股（成都）有限公司福建分公司,现代金融控股（成都）,福银罚字〔2017〕6号,违反支付结算管理规定,不适用,处罚款7万元,7,中国人民银行福州中心支行,福州,2017-05-12,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
324,250,交易管理,网络支付管理,交易结算,上海商业高新技术发展有限公司,上海商业高新技术,上海银罚字〔2017〕10号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,限期改正，处以罚款人民币3万元,3,中国人民银行上海分行,上海,2017-05-05,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
325,251,交易管理,网络支付管理,交易结算,财付通支付科技有限公司,财付通,深人银罚〔2017〕9号,未严格落实《非银行支付机构网络支付业务管理办法》相关规定,《非银行支付机构网络支付业务管理办法》,"处以人民币30,000元罚款",3,中国人民银行深圳中心支行,深圳,2017-05-03,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
326,252,交易管理,银行卡收单管理,交易结算,付临门支付有限公司山东分公司,付临门,济银部罚字〔2017〕7号,违反银行卡收单业务管理相关规定。,《银行卡收单业务管理办法》,合计罚没471422.86元,47.1,中国人民银行济南分行营业管理部,济南,2017-04-27,,,监管,否,执行层面,执行、交割和流程管理事件,严重(4),4.0,,,
327,253,交易管理,银行卡收单管理,交易结算,随行付支付有限公司山东分公司,随行付,济银部罚字〔2017〕9号,违反银行卡收单业务管理相关规定。,《银行卡收单业务管理办法》,警告,不适用,中国人民银行济南分行营业管理部,济南,2017-04-27,,,监管,否,执行层面,执行、交割和流程管理事件,,,,,
328,254,交易管理,银行卡收单管理,交易结算,卡友支付服务有限公司山东分公司,卡友,济银部罚字〔2017〕第7号,违反银行卡收单业务管理相关规定。,《银行卡收单业务管理办法》,对公司处以罚款471422.86元,47.14,中国人民银行济南分行,济南,2017-04-27,,,监管,否,执行层面,执行、交割和流程管理事件,严重(4),4.0,,,
329,255,交易管理,银行卡收单管理,交易结算,易通支付有限公司,易通,济银部罚字〔2017〕第9号,违反银行卡收单业务管理相关规定。,《银行卡收单业务管理办法》,警告,不适用,中国人民银行济南分行,济南,2017-04-27,,,监管,否,执行层面,执行、交割和流程管理事件,,,,,
330,256,交易管理,银行卡收单管理,交易结算,武汉合众易宝科技有限公司,合众易宝,武银罚字〔2017〕3号,违反支付业务管理规定,《非银行支付机构网络支付业务管理办法》,警告，并处罚款3万元,3,中国人民银行武汉分行,武汉,2017-04-24,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
331,257,交易管理,网络支付管理,交易结算,支付宝（中国）网络技术有限公司,支付宝,上海银罚字〔2017〕9号,违反支付业务规定,《非银行支付机构网络支付业务管理办法》,限期改正，处以罚款人民币3万元,3,中国人民银行上海分行,上海,2017-04-21,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
332,258,交易管理,银行卡收单管理,交易结算,深圳瑞银信信息技术有限公司,瑞银,深人银罚〔2017〕8号,违规开展银行卡收单业务,《银行卡收单业务管理办法》,"处以人民币30,000元罚款",3,中国人民银行深圳中心支行,深圳,2017-04-17,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
333,259,交易管理,银行卡收单管理,交易结算,深圳瑞银信信息技术有限公司南昌分司,瑞银,南银罚字〔2017〕19号,违反《银行卡收单业务管理办法》,《银行卡收单业务管理办法》相关规定,责令限期整改，并处以罚款5万元整,5,中国人民银行南昌中心支行,南昌,2017-04-12,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
334,260,交易管理,银行卡收单管理,交易结算,宁波银联商务有限公司,宁波银联,甬银处罚字〔2017〕3号,违反非金融机构支付服务管理、银行卡收单业务管理相关规定；,《非金融机构支付服务管理办法》,对单位处罚款共计54万元，对相关责任人处罚款共计4万元。,54,中国人民银行宁波中心支行,宁波,2017-04-07,,,监管,否,执行层面,执行、交割和流程管理事件,严重(4),4.0,,,
